ID,YearBuilt,Age,ConcreteType,DesignType,Rated_Load_Capacity,SlabThickness,Bear_Surface_Area,No_Of_Beams,Length,Width,Height,MinimumTemperature,AverageTemperature,MaximumTemperature,MinimumRelativeHumidity,AverageRelativeHumidity,MaximumRelativeHumidity,AverageWindSpeed,MinimumNO2,AverageNO2,MaximumNO2,MinimumSO2,AverageSO2,MaximumSO2,MinimumCO,AverageCO,MaximumCO,MinimumCO2,AverageCO2,MaximumCO2,MinimumRain,AverageRain,MaximumRain,MinimumWaterLevel,AverageWaterLevel,MaximumWaterLevel,MinimumTrafficVolume,AverageTrafficVolume,MaximumTrafficVolume,SpeedLimit,No_of_Maintenance,No_Of_Vehicle_Passed,AverageTimeGapInMaintenance,Crack_Surface_Area,Durability,RemainingLifeSpan,MaintenanceRequired
384,1919,106,High-Strength,Arch,26.21740482,0.999301511,69.23023126,6,859.9462999,31.91174973,53.88267354,-19.81974822,7.107157934,21.88056997,33.80331891,40.22332749,82.84525602,6.521610543,1.729185196,37.19975211,62.80599782,8.501539151,28.15609214,54.39982969,0.171163581,3.071913113,8.930912441,347.4931324,407.739741,460.2250833,1.929933863,34.87124971,90.71813996,0.694546525,3.975718213,8.882061237,881,4596,9276,84,5,4248350,9.422283096,4.329952373,96.34889753,14.44770957,No
385,1923,102,Normal,Suspension,44.78582335,0.90953543,26.35540009,9,177.5110891,48.87350945,65.47469349,-3.663622831,10.4136825,44.85138361,29.52112137,44.66487568,85.82512149,14.08132121,13.57529815,46.06604066,54.66452649,5.352981373,25.79199297,40.96923925,0.968750332,3.311707949,7.41647327,349.5362994,425.3925429,502.3889571,9.144579152,23.83175973,58.89759338,0.262885292,3.708458071,6.010131095,280,4895,9733,115,12,9376636,6.595379773,1.827614458,86.0318098,12.15436723,No
386,1953,72,High-Strength,Arch,31.42232015,0.246928665,185.5687958,6,762.9447324,43.18032959,28.10364254,7.616394165,17.50816625,38.63097679,33.26508097,48.37259402,89.96227699,12.72481026,7.150302012,30.7723144,63.88002594,0.915312132,17.07389691,43.53162523,0.92722991,4.641523737,6.127676708,339.9813507,397.1866872,585.7547456,2.290323697,22.10514793,57.47177127,0.713406448,3.939995498,8.527569495,846,3608,7871,74,6,8797282,3.960312628,7.11677997,89.52214039,39.14113851,No
387,2019,6,Self-Consolidating,Cable-Stayed,85.37553619,0.302305972,127.0259905,6,370.3363072,25.40737012,20.97126801,-21.36512612,29.28163194,22.67628635,19.67485395,69.95878525,82.16571671,9.334717093,5.798073674,30.87651357,74.42375285,3.655835406,21.87275928,59.04812424,0.569780316,2.314594697,7.407322355,349.3432649,376.6270824,479.3543767,6.620643495,10.19543076,195.1596147,0.381274663,1.423938665,9.314117277,427,1272,5353,116,6,1497532,1.518406195,9.652144188,70.64855771,82.11530872,Yes
388,1932,93,Self-Consolidating,Suspension,87.25022323,0.595522657,35.18495599,6,689.3092739,26.4833698,11.01430723,-17.72481447,29.33893165,41.32882584,24.57352936,41.36013212,80.84834269,15.97843666,16.4133994,48.1199173,71.10740944,3.724486963,24.50848905,40.44932884,0.190395367,3.226719576,9.93183995,311.0611136,395.4347776,519.9833684,9.456033017,46.33435748,180.0396782,0.002307135,4.650289478,6.070144299,233,1897,5669,36,6,2378374,5.625783213,5.139966015,83.5617391,56.80412034,Yes
389,1923,102,Self-Consolidating,Cable-Stayed,43.48260004,0.396160892,49.15120176,12,498.4344646,10.98087789,83.42979513,-13.70328897,16.9586398,35.59395478,21.54112115,59.4570412,80.10221569,14.52346637,7.183447574,34.7609672,54.04072631,7.682745558,27.56417061,48.48116348,0.245779541,1.939148374,9.531311562,308.582809,353.2525441,522.7076601,5.221403132,12.07763923,121.5913907,0.720888471,4.994109344,9.668092622,795,4463,6793,52,3,2362144,2.98672404,4.877515421,85.43237752,28.46391353,Yes
390,2015,10,Normal,Beam,37.66406239,0.26477539,95.64299923,8,477.2591451,30.64663053,72.49603736,-26.51621667,25.12467202,24.13383814,11.19913338,64.28678744,93.12578782,14.28955428,0.550019448,45.13277191,66.03058171,9.712681801,20.75367295,45.11982169,0.267464498,2.650699745,9.271113412,344.6139642,383.0638126,484.9219318,4.613023089,38.70982731,182.6038657,0.176260152,3.35842794,6.414116101,371,4341,7118,86,9,9991970,1.292902236,5.458677228,62.41072082,46.54156428,Yes
391,1974,51,Normal,Suspension,79.62088377,0.403643594,19.85987481,3,882.4719643,17.61095268,32.86845345,-22.92521161,18.83394249,20.64295654,17.36204317,43.12586096,99.60487583,12.73540832,4.069242444,47.19101567,84.20169419,3.095126575,11.6034374,34.46102919,0.324092465,4.201158509,6.311393659,323.3438424,431.0953226,559.0729004,8.380927233,34.44232829,179.0009662,0.591058375,1.19061323,6.996715787,103,4513,8796,57,6,2687094,8.744528955,3.603797497,83.53460906,93.58749677,Yes
392,2012,13,Self-Consolidating,Arch,89.06607746,0.248942478,61.67843843,18,640.5946229,9.865141494,84.50676971,-14.71625481,23.79243906,45.20468399,24.90550619,43.71519304,79.76831641,4.388840364,8.488684594,34.93605471,71.34876978,2.171576464,29.02783746,55.72529626,0.85590178,3.271965939,5.681592899,320.5601174,407.1428593,510.6527117,3.735679114,10.94084803,199.3247601,0.002899464,2.880840169,8.890054613,176,2690,5756,44,17,4525451,8.366525043,6.451930064,89.96112229,14.00774623,Yes
393,1971,54,Normal,Beam,66.16179947,0.623929954,143.6548137,12,243.4102633,26.33942324,84.20118306,-27.02426483,21.32713874,28.54151573,29.36544049,48.42052792,90.2184354,18.42158599,2.161189576,46.54714013,64.6173151,7.443140994,17.08688486,35.00182381,0.150628619,4.671652095,6.109903931,325.2810921,357.7193602,579.7784157,6.385285668,38.46261761,194.2779404,0.531518887,3.393156091,7.448107813,899,4265,6657,119,12,5396354,6.050287495,6.285064735,64.29596587,16.98010079,Yes
394,1935,90,Self-Consolidating,Truss,93.46633082,0.592200083,184.8772316,6,119.6513681,7.028207781,18.0871187,-15.49421371,22.42923911,36.42499034,10.57817091,57.62981413,96.34256502,7.078585751,2.108351592,44.12922633,56.71768744,5.124905997,27.61156518,31.3501497,0.483105778,4.814403434,8.63211063,333.7169432,405.4736141,465.7065874,4.354858386,18.019674,153.1873562,0.665097556,4.21397295,8.644803965,878,3655,5486,50,7,2467388,1.657479126,3.227683696,88.5234449,7.528529134,Yes
395,1937,88,Normal,Arch,44.47394316,0.205060923,186.458969,8,934.0727746,10.40592845,72.80030622,-20.23432852,15.99022202,24.47391513,37.80460135,47.37401896,99.51582276,16.47937783,4.180114532,28.97452348,68.50907031,7.365657753,14.73276214,38.13685698,0.213171709,4.777646428,9.337813888,311.8588106,415.5798123,480.301324,1.545497693,28.98932227,153.6206526,0.904809855,3.538425826,9.711248982,950,4645,7017,81,17,6132531,5.022871928,4.672644133,80.96307027,34.89053447,No
396,2003,22,Self-Consolidating,Cable-Stayed,23.66977618,0.586013117,108.8055259,2,161.852092,14.85697936,32.76678011,4.580424432,25.82791938,40.35429853,27.92053231,55.1594525,87.34911878,12.97338207,10.80743813,25.67706407,88.86611796,0.534603357,26.06135123,48.7027131,0.237936075,2.750796803,7.651146077,330.022309,353.0812383,466.125396,3.13273281,34.47753366,130.1092595,0.127380967,4.249533507,8.620288695,579,4036,9637,93,11,5216621,9.907438166,5.707268888,91.30838774,56.8874341,No
397,1983,42,High-Strength,Arch,26.16786841,0.615844118,69.30949842,10,736.7357072,49.57855776,49.38299032,-5.660258336,16.14136339,21.62684301,35.03288414,45.65902872,75.49028568,6.303331193,14.16925592,37.83682298,70.56660994,9.970048951,10.58782891,56.38794125,0.633364477,3.447783588,5.327849058,300.2540202,408.5309626,452.9078427,8.882367912,11.21961909,90.33680339,0.389681216,4.152644134,6.472363285,188,2292,6700,92,2,972114,3.892692351,3.689111919,88.10908211,56.78897176,Yes
398,1998,27,Self-Consolidating,Truss,70.28487571,0.684562993,184.9416745,12,500.891022,41.38167201,45.86375721,5.939601168,22.6442008,45.09025345,15.53560793,62.54453147,86.31318337,18.05143186,13.23381963,34.98037441,74.48739828,4.842645852,25.54573645,37.64246703,0.775668719,2.89275116,7.211854795,349.8867942,412.0424614,468.1706896,3.536875164,43.34620653,195.0846495,0.465422472,1.698899232,9.441868596,221,3231,7990,59,17,9983173,5.621536882,0.788879112,85.06177911,73.25192851,No
399,2011,14,Self-Consolidating,Arch,46.67737808,0.97607978,159.4606322,13,148.6647289,29.37912514,62.01745621,-21.88452091,26.75619357,37.00640354,28.82551583,52.13871542,89.65868763,1.893620853,0.082391328,44.0572853,87.3001785,8.349389929,15.12639478,50.53346228,0.706808108,3.847586041,7.215302054,318.3220879,410.2248684,598.214834,4.681769315,26.77895991,72.6702284,0.263751501,4.671714484,6.47483593,729,3296,9243,70,7,5650347,7.786694421,9.3930187,75.52042816,22.44884757,Yes
400,1988,37,Normal,Beam,24.06831385,0.986153942,121.551264,11,778.8890515,15.46544229,37.97754186,-26.73369833,21.38945941,22.99105158,12.43151813,46.24964155,84.37881457,11.94803255,8.959111861,47.22459363,57.11768623,1.79104596,20.94266083,59.41544637,0.745425423,4.512814298,5.749330023,330.8026986,434.7277183,560.6104435,5.270966435,15.30663897,153.4183957,0.115906719,1.191031815,5.90579386,918,1128,8816,69,0,2597369,8.416331212,8.687436463,63.89858789,26.88744396,No
401,1998,27,Normal,Arch,36.30041694,0.621543449,168.5650513,12,905.4396908,28.351395,11.95912642,-15.83811202,17.74412542,36.67604669,23.58098409,63.91936266,79.2324975,13.08823348,8.747213553,40.47355829,94.2493771,1.567828493,15.49009862,41.27275588,0.346074812,3.156211455,8.342716504,322.9271682,400.5653363,519.3146265,5.013526195,27.91523713,149.7184181,0.641416798,2.116993753,9.024756394,839,3473,5320,43,8,8681558,5.633995294,2.817620024,88.88702494,58.33314538,No
402,1924,101,Normal,Suspension,57.75445648,0.876149358,97.17777008,2,130.2915414,34.20486887,68.901765,-27.74299173,18.20792895,32.56855681,30.91848944,47.20729707,79.38386668,14.40518116,4.483201722,49.61726638,93.85287073,3.587902129,24.5089614,53.2247924,0.63225054,4.690053962,9.512443772,346.3707593,424.6254696,511.1643296,6.741920749,32.38377328,70.1416813,0.837127295,4.595748427,5.253755158,860,3044,9840,82,5,6520689,1.875665354,3.685274693,94.03837985,70.21914674,No
403,1992,33,Normal,Truss,20.93007403,0.268132616,31.31701859,6,76.4179398,5.205376266,96.25424104,5.340562206,22.72039904,28.20936952,29.83690058,55.58407044,94.02184812,11.66378225,11.91161479,27.57112526,70.52802204,2.428224455,15.95930823,39.30675318,0.264921748,3.202676674,5.580034987,319.7751728,431.7446867,570.9444339,4.437707449,16.54740961,79.70106764,0.459484074,4.929430015,8.747605196,119,3078,7992,59,19,1312477,3.916653489,4.738951687,93.11878935,93.17381403,Yes
404,1917,108,Normal,Arch,10.3098249,0.624923698,188.2652427,16,851.3514518,49.45521218,68.44743546,-22.47391877,7.304043253,40.20508595,17.00738734,41.09596203,98.97698554,3.72635004,5.154545354,28.01853879,85.75195457,1.62200093,26.82437867,42.01552637,0.919860911,2.437435607,9.8176452,303.7412643,383.7585528,551.5428164,9.69089846,34.6470972,102.2514599,0.432180763,2.793741746,9.288086824,304,2862,5662,42,10,6495424,4.309302428,4.754020573,52.18370154,90.63857995,No
405,2009,16,Normal,Truss,92.55682427,0.743120047,111.4613446,11,505.9439046,33.20514502,56.2625039,-24.35709995,20.91387048,44.30176327,13.33142479,49.31302835,90.65213938,12.1961605,19.78450519,21.4016305,74.647304,0.952166608,15.04043683,51.74298265,0.972285596,1.458499355,6.655456879,333.168463,399.8601855,550.1569223,5.106652217,33.92164146,107.7011702,0.537687639,1.126479985,6.908911867,300,4723,9754,88,15,1740685,8.99917793,5.654234204,74.06874995,16.34302963,Yes
406,1981,44,High-Strength,Beam,37.43750717,0.651783056,142.1052049,13,677.7899045,49.47109136,20.54404683,1.511277344,14.37322157,23.51298518,20.66420679,45.19396064,83.6531005,14.39186909,13.89237446,25.06771152,54.27888558,1.047510276,29.13793955,55.23205182,0.780792675,3.685084464,7.895729133,319.9003421,444.5942534,585.9621849,9.071086474,23.25695795,171.8457552,0.634543444,1.701191273,9.556777626,932,1854,5761,42,4,6736302,2.096857161,0.9350857,87.73334728,19.69371392,No
407,1965,60,Self-Consolidating,Suspension,29.93483308,0.384576796,84.53553565,15,447.0655339,26.10796069,64.39189191,-1.50371356,8.38060901,28.22015848,28.31249826,47.67041792,79.55906005,17.01156897,18.33815748,41.10900348,56.22742303,1.651415655,15.38215368,34.67136353,0.288710087,3.670611637,8.204707422,310.8900608,447.9335628,503.1304908,6.864364297,26.45867792,136.1552492,0.648839536,3.088023309,7.711799764,696,2891,9288,50,5,886042,9.476036295,8.708781063,70.58082732,87.43573376,Yes
408,1953,72,Self-Consolidating,Cable-Stayed,72.86327288,0.250126389,35.79088925,11,418.3039739,33.05783078,63.05325192,-27.72175888,27.81330126,24.78886696,12.68839233,69.57830331,74.85218858,14.88240174,1.178357232,35.19382187,52.35403102,1.011950472,16.54463689,38.7680674,0.751742362,2.100495485,9.901627607,340.5433572,403.3239107,522.0528386,0.512552749,31.56075662,73.08286599,0.605999175,3.465353626,8.42059694,509,4764,7591,63,1,3857927,8.217322242,0.279144333,50.43321995,11.13359388,No
409,1934,91,Self-Consolidating,Arch,86.806245,0.509335428,61.65754104,13,306.6625439,25.7657334,63.78154681,-9.617390231,17.44068421,33.6245374,35.11400722,51.10332039,78.95887225,1.446847236,7.616413808,31.15507528,51.9590521,5.547728552,28.62026609,56.55441356,0.643766235,2.923671182,8.48403209,338.4392494,417.9423924,491.6955916,6.831937759,24.32695036,133.2099233,0.394001414,3.871560134,6.119655318,595,1738,5850,39,7,7610139,7.323377403,4.548248012,62.52604927,58.42297317,No
410,1979,46,High-Strength,Beam,66.90508906,0.718113998,18.29779962,19,567.2988742,5.426763925,89.76974188,-12.04600443,16.42471936,20.12023053,25.11668704,44.47155236,70.52655236,11.63125972,1.656976667,43.0026188,98.40083471,8.481890674,20.37919405,54.82311779,0.949914561,4.941810731,9.725053327,337.3596055,388.8366403,569.819985,0.106660277,27.57982558,111.1437519,0.128690711,2.241931644,8.55668995,640,2697,5386,55,1,5033071,2.579780103,3.357165604,55.77626697,77.03402687,No
411,1960,65,Self-Consolidating,Truss,32.90344787,0.993370459,26.64012436,5,168.2098286,43.24512722,73.05040638,-14.52569671,18.56010373,40.8369588,35.732036,69.62972091,80.0570423,13.74163648,12.65131982,41.24469026,57.52060303,8.545891591,17.80675679,35.7941755,0.066684239,2.740115925,6.970117194,344.980716,372.4396705,511.173151,6.738012495,22.09046954,132.04329,0.789466603,1.90130623,9.125308338,433,2399,5489,39,17,2961820,9.512575243,7.428917753,69.51866839,14.39743977,No
412,1940,85,High-Strength,Truss,87.5472961,0.389226761,48.93463134,15,720.058462,25.20507247,79.42298731,-24.93199368,20.56359705,21.26675014,29.472813,48.99912464,75.37351623,19.43939587,2.969068443,22.95988686,57.35527964,9.48379772,14.80909934,43.37146079,0.029598926,3.674290613,7.007446427,325.9509293,373.9973673,557.3481218,8.445244933,38.08301047,65.43419922,0.850537743,1.746603133,5.194671528,381,4951,7959,98,4,7286678,3.216243151,1.442461225,69.3595187,69.98964068,No
413,1999,26,High-Strength,Beam,55.93844765,0.934231928,116.5921149,9,553.9354518,26.19212864,34.76719544,1.494080827,9.865849671,25.6036151,39.22364315,62.25378683,70.76286908,2.621268172,5.709731728,41.28274521,87.26506947,4.156020692,14.92801893,40.31056913,0.012411691,3.861540608,9.484005902,344.0144422,423.7545218,514.841446,1.115318277,42.31553397,149.2061792,0.534440129,1.991132991,7.862498445,172,3724,7646,40,19,3714168,3.025731266,2.40090862,72.76671321,68.73498085,No
414,1932,93,High-Strength,Arch,44.30717227,0.25460912,198.6481,5,849.0456376,21.19838627,30.68562638,-20.40176821,20.63728984,45.48582467,24.74595177,66.55591313,73.57919359,5.67490057,10.13059835,33.36781246,80.22994322,8.186018692,28.85014479,42.87618472,0.85523342,2.489278307,5.683927325,334.8093673,436.3678715,483.4220539,7.524743769,31.8083246,184.4832637,0.983645079,1.862844728,5.949253391,835,1145,9030,110,6,413821,9.650577848,3.506254977,84.09207942,45.78311841,Yes
415,1967,58,Self-Consolidating,Cable-Stayed,64.42535077,0.944791419,170.3074287,17,921.8039697,24.46954104,24.64418681,-11.67058764,13.81127307,44.53423332,31.77009209,50.57288114,97.04697677,16.12143749,18.95999032,25.60665315,93.03055401,7.111090994,14.70907468,46.95965749,0.692224012,4.234338944,8.042736527,324.6144549,416.1292063,594.0715317,6.908968933,11.11516858,92.50246343,0.037789377,1.52304474,5.640136178,831,1155,6274,77,15,3963849,6.987911486,2.270539316,58.4791504,49.82116397,Yes
416,1932,93,High-Strength,Arch,73.05510013,0.865893414,26.31474009,13,901.5808961,37.64978225,78.94523572,5.242572231,22.86855218,38.53246667,24.70299283,59.35334605,78.17659665,11.90096968,18.81301475,39.25677985,86.70980367,9.189058578,26.95854259,33.69237628,0.676636634,4.10960179,5.903674515,332.2071631,364.6375196,530.7326616,3.949857802,15.01918551,178.9066311,0.357354548,1.809511169,9.937522349,157,3218,5299,49,3,7861477,6.525108307,7.035104665,53.92570283,17.62449627,Yes
417,1913,112,Self-Consolidating,Suspension,63.44468867,0.216756282,170.0452976,19,605.2186055,36.52810166,71.36590637,-17.27030184,24.29666257,41.4646517,15.0785528,41.5901582,86.14171083,6.216621811,9.71205941,24.07501874,84.81372162,6.114907241,14.72227065,42.77054012,0.760723474,1.796754054,6.815094924,331.0109312,372.473328,460.2805598,2.009793585,32.03908837,146.2410359,0.543922103,3.260134037,9.42589716,789,1556,9644,52,8,9018532,4.84929075,3.292490195,86.85780267,99.83171972,Yes
418,1920,105,Self-Consolidating,Arch,92.82209012,0.438548299,111.8991485,13,325.546962,41.37705301,37.49892703,-28.57071165,5.187106628,36.67857247,12.68794932,51.80513943,77.47118161,13.69299823,7.785521988,49.76230506,81.43432272,1.945656887,29.87408769,51.19454825,0.973118926,1.766841287,9.114831739,338.5650651,397.7393019,469.3872825,6.904561637,38.56969104,94.10864793,0.637738241,4.487598177,7.469344798,173,1057,8193,43,18,5597605,9.662737028,6.240861276,85.88069267,58.17689819,Yes
419,1947,78,Normal,Suspension,66.52160254,0.240765323,135.4614588,19,363.5979447,48.86001811,18.40507652,5.565297702,22.90849948,31.76612484,17.07643365,66.87192955,89.62278028,5.716244619,6.758378697,46.4336464,57.62767243,8.131425103,19.20749777,35.98516417,0.537707864,3.435948367,8.988296346,345.7529488,381.0942453,538.9062056,0.428613861,44.03850085,145.856645,0.749131735,2.055768773,9.395785251,910,2455,8093,62,11,4859989,2.87723493,7.129268185,74.31163342,10.21089506,Yes
420,1919,106,Normal,Truss,89.07226414,0.996404697,34.65548682,5,656.0107036,22.60243546,85.43339407,-10.24437384,13.81260918,27.21938406,27.3503795,64.04036005,74.80562951,3.65375585,19.1895973,27.07615838,86.06698194,1.931709521,21.56233312,51.90527157,0.359819762,1.670459133,9.407417854,313.7925665,432.946826,482.0978957,5.9402831,23.9802501,116.7162378,0.411629188,4.01774896,9.709617357,771,2600,5068,87,11,347537,6.803172104,2.956111471,75.07163663,53.21230561,No
421,2019,6,High-Strength,Suspension,62.82625916,0.542275204,85.13364315,17,714.8474302,20.2531783,41.50640858,-10.11748341,12.59284702,47.25670666,34.99311872,47.33324113,83.45408654,2.080689581,14.8932335,37.74884975,81.35892949,4.343359334,27.61739889,35.10455059,0.221643499,2.485034458,8.947681207,335.4351328,358.5190493,550.6624628,5.222201264,16.54403983,106.3916511,0.584615187,4.024165648,7.567624791,190,3723,8200,43,2,1218375,4.285200774,6.982222973,53.99846831,5.424216542,Yes
422,1907,118,High-Strength,Cable-Stayed,39.67116164,0.729738816,177.9831258,19,169.6726797,27.20862791,23.02617534,-7.943369897,14.32244268,46.95705104,14.25140256,40.55619245,76.70508856,11.81408417,11.13763651,48.55926235,78.1271064,7.105274532,22.26668156,57.73732249,0.062959999,3.629830804,7.956904247,308.1888768,418.1424294,499.9623178,8.734583042,17.67077558,65.40843394,0.569959519,3.383015299,5.58028332,440,2826,6361,44,13,9082080,1.622659275,6.655875114,68.94504686,49.18631116,Yes
423,1906,119,Self-Consolidating,Beam,57.90671357,0.38735246,90.81946952,17,997.9698433,11.94753031,18.71900814,-22.8026406,19.39095836,46.84853665,37.72550038,58.56221264,86.34058334,5.4436,1.849463889,46.61838998,87.36986698,8.847805037,23.65717602,54.04719228,0.400768917,3.786216681,6.728539853,300.8464797,418.1125269,463.9498939,0.402512727,41.13249689,63.12302741,0.01353484,1.248956502,9.399204797,775,4164,9744,83,10,440777,5.342045437,4.374715345,62.80129297,48.18156217,Yes
424,1966,59,High-Strength,Suspension,17.77030207,0.946988991,34.15156074,4,116.428068,39.11133254,92.36958711,-1.404555129,7.863651576,47.37041605,24.35788995,43.59599789,72.97028198,13.10715815,2.975022374,31.16969373,56.25890292,2.83079764,17.58993318,56.97330287,0.550439126,4.461623566,7.286456471,332.7697346,354.2227827,527.0953844,8.521363301,21.41100455,160.607146,0.892105016,3.058567323,6.309276577,733,1301,6922,117,8,1775132,8.838010925,9.12262947,50.43865298,19.14940261,No
425,1916,109,High-Strength,Arch,30.71571705,0.419339271,69.10430426,18,611.0213149,31.15120663,17.36550934,-20.74474653,22.45626364,42.93283312,25.12633763,64.43756884,87.61093313,14.56958313,17.12422287,38.6330321,87.11044747,1.515165943,17.05737437,57.80877709,0.730156646,4.740252015,5.899922462,342.599509,404.3975228,596.1345784,3.419190302,12.30629873,60.96384159,0.705398926,3.626888932,7.981253393,187,3313,9588,44,5,6279148,6.551763105,2.228146768,68.90521111,46.88317853,Yes
426,1932,93,Self-Consolidating,Suspension,78.9608496,0.408171686,52.08874687,4,535.7134574,14.51033269,39.16897789,-17.95407308,16.1291772,46.89784462,10.937115,53.98726973,91.9210234,16.44136243,19.24921106,41.65642667,93.71872915,6.152980128,26.02504157,38.22173985,0.976748307,3.334000008,7.096122809,345.5427315,393.8902493,528.8628519,7.664925356,44.59847954,189.7013749,0.619772361,4.431972791,6.099943877,424,2879,9502,69,14,2487244,6.686892897,8.53122291,62.38402262,39.32282671,No
427,1947,78,High-Strength,Truss,69.53280496,0.451680077,140.5104376,14,595.0782961,43.88157734,65.05819249,-4.752440752,8.995946614,46.13070174,39.08651468,51.92049768,83.46212654,9.484423122,16.19209595,23.84464708,59.05649926,3.898225742,16.35601599,30.30388511,0.690397169,3.648928858,9.596224509,321.8258813,427.5426482,522.3340646,4.504162488,31.20707041,167.1290021,0.88900576,3.297759432,9.702798023,887,4504,6572,103,9,8229946,3.293448533,1.805627955,86.45083765,47.07039742,No
428,1975,50,High-Strength,Suspension,24.98668395,0.569991332,183.0952752,7,538.4272148,32.85781328,43.76724979,-0.009751986,17.73448673,27.98573044,11.81948567,47.41443378,98.50175343,3.391445182,8.597288684,35.33265197,84.97737615,6.450152939,27.14605288,53.66275615,0.34411002,1.775233021,6.586079101,341.7000765,435.0676005,490.6854041,1.216300704,49.40892738,104.1289804,0.162534984,4.318962408,7.357849025,481,4647,8650,93,18,8964239,1.304877026,3.383557437,62.97277175,53.01395458,Yes
429,1958,67,Self-Consolidating,Cable-Stayed,49.42136586,0.214826181,149.363092,10,67.33102165,6.531769415,50.35874431,-0.775324831,19.35241389,45.33930273,18.70329407,56.47739876,76.40017026,3.593969625,4.830362281,42.24823196,94.58504576,8.457538155,22.42223422,43.22796171,0.000832766,4.778207051,6.329767347,302.4468594,420.3997309,558.1277289,2.641348849,32.34959461,186.6514964,0.807443021,1.378613264,9.561355213,676,2728,6870,59,1,826503,2.415062009,5.69088481,93.9123903,50.54562504,No
430,2014,11,Self-Consolidating,Suspension,22.77929853,0.67827,170.2877971,12,995.9661649,13.84325999,81.24906976,-26.67402589,13.65724433,36.83064367,28.96360487,64.6005629,72.97505849,7.050847981,2.704467927,21.00297564,56.24414644,4.931795091,15.28693876,57.24009869,0.993144436,3.816992963,6.587220352,309.8388135,424.3899202,531.7415892,7.398907035,19.34937068,67.32295126,0.266101848,1.693754192,5.593833606,941,4162,6754,50,3,6232215,7.090634072,5.823509419,74.72477608,40.04159633,Yes
431,1985,40,Normal,Cable-Stayed,87.02360707,0.225332638,163.1053559,4,981.4642707,45.09920692,99.92727565,0.183084002,27.49084366,35.59329432,29.24654336,54.15084281,72.57692237,13.39769154,3.002031818,26.32456917,85.81213233,0.808363343,13.54218472,34.55917345,0.837954541,3.878401674,6.216181517,317.7486626,400.983423,566.6378246,8.193123015,41.52590526,80.92063301,0.179281917,4.561351317,8.235457401,721,2518,9410,47,19,3323085,1.061074271,6.85352018,60.87856547,77.74289004,Yes
432,2018,7,Self-Consolidating,Arch,19.82527316,0.63136199,12.77481759,16,529.1084271,22.14705004,49.38568929,-3.490982592,22.43071742,23.69726983,22.83458025,42.91405377,79.9979064,18.11161538,7.335512956,34.22737198,82.52842113,9.32052184,27.54678025,54.34675918,0.25080535,2.938343154,8.91979376,314.9724629,432.3504055,537.3807105,6.590253653,38.2489009,199.2270478,0.815482119,2.976496934,5.934984349,215,2371,6539,74,11,8047768,9.568259975,9.550256741,75.76300041,99.84453449,No
433,1921,104,Normal,Truss,68.88114971,0.566307922,33.63033832,17,216.2654082,49.29582136,40.98856321,-5.79616095,21.53303441,45.5449549,36.06985468,56.71529311,74.35043565,18.76273527,14.88475231,40.07329687,61.01819755,2.932839002,29.85643618,51.84797066,0.839951727,1.34733161,6.525264795,300.3993898,362.2633586,483.3196255,3.292015984,31.37239851,59.28760983,0.516651784,3.344615732,9.214830902,755,2510,9452,37,9,7086446,7.921972025,0.91139859,76.32438041,18.98808542,No
434,2009,16,High-Strength,Beam,64.63000009,0.394037647,90.44202638,4,191.1126684,28.83885291,43.64247601,8.674970098,6.333607791,29.52865348,19.98297826,49.80460805,70.27631217,4.936633027,14.38027391,49.77450228,64.70407497,9.718380255,21.13267743,48.29406444,0.538270907,2.633706199,7.802231884,306.6974868,376.2164945,592.8643619,3.642756095,42.59862582,113.8599054,0.768335411,1.766366873,6.658708509,501,2313,9569,94,14,4760968,4.310454385,7.3046792,74.74600184,45.18498841,Yes
435,1929,96,Self-Consolidating,Arch,52.54989811,0.463814414,31.29703627,6,66.47804687,14.35618161,40.0653139,-16.12697311,17.54074199,26.31157003,14.64544517,55.49285828,76.85109482,2.987756376,8.879429494,46.63295525,98.59562515,8.42037929,15.07970401,39.32196055,0.956342803,1.578581347,8.895057971,340.7906088,363.6916402,507.2736079,7.801368956,41.92934745,154.2020615,0.686128232,2.166907809,7.691869481,336,1218,8953,54,3,7924147,6.22074291,7.381755149,97.16424546,42.98721737,No
436,1937,88,Self-Consolidating,Arch,35.04111604,0.764527849,149.6376054,8,615.7403655,31.72525519,50.00828027,-2.676551315,26.26968596,44.85512478,11.25347957,42.58033665,77.05143419,17.14469975,7.512549999,41.53244557,69.02287238,3.230927318,15.13097272,56.50797056,0.991514562,1.680462303,8.990616436,311.7919022,447.9571415,540.4534411,8.463298873,19.16810201,186.7539499,0.591719119,1.780341643,7.887586257,757,3181,5990,110,8,1368389,3.534524474,6.931445215,57.66277615,77.07407185,Yes
437,2001,24,Self-Consolidating,Beam,46.356085,0.207678016,23.33561199,10,483.4541847,9.605792233,36.6452748,-7.070643549,21.70752227,20.79165305,14.08938119,42.23157962,73.78771444,13.78562154,7.853854067,29.08424062,98.17151265,4.20478396,29.49100829,59.14098101,0.379939107,2.781897671,8.50273322,320.9998948,400.9077378,576.9709087,2.080962792,36.24385528,85.92579801,0.62189005,4.044768688,5.726604519,711,3597,8260,87,14,1942801,8.235798939,6.045200115,82.32661094,39.2407864,No
